,depth_10_count,depth_1_count,depth_2_count,depth_3_count,depth_4_count,depth_5_count,depth_6_count,depth_7_count,depth_8_count,depth_9_count,total_go_terms
MYL3,0,0,3,1,0,0,0,0,0,0,4
NUBP1,0,0,0,1,0,3,0,0,0,0,4
NDUFA4L2,0,0,0,0,1,0,0,0,0,0,1
BABAM1,0,0,1,0,0,1,0,0,0,0,2
DCK,0,0,1,0,0,1,0,0,0,0,2
DNAJC25,0,0,0,0,1,0,0,0,0,0,1
MRPL4,0,0,0,0,0,1,1,0,0,0,2
MRPL3,0,0,0,0,0,1,1,0,0,0,2
PDHA2,0,0,0,0,0,3,0,0,0,0,3
PDHA1,0,0,0,0,0,2,0,0,0,0,2
LDHAL6B,0,0,1,1,0,3,0,0,0,0,5
LDHAL6A,0,0,1,0,0,1,1,0,0,0,3
UQCC1,0,0,0,0,0,1,1,0,0,0,2
UQCC3,0,0,0,0,0,1,0,0,0,0,1
RPS5,0,0,2,0,0,2,2,0,0,0,6
RPS3,0,0,2,2,0,6,2,0,0,0,12
CKMT1A,0,0,0,0,0,1,0,0,0,0,1
RPL3L,0,0,1,0,0,1,0,0,0,0,2
COX7A2L,0,0,1,0,0,1,0,0,0,0,2
ABHD10,0,0,1,0,0,1,0,0,0,0,2
SAMM50,0,0,1,0,0,1,2,0,0,0,4
MECR,0,0,1,0,0,2,0,0,0,0,3
SLC27A2,0,0,0,1,1,1,1,2,0,0,6
AK1,0,0,2,0,0,0,1,0,0,0,3
HIGD2A,0,0,0,0,0,1,0,0,0,0,1
HIGD2B,0,0,1,0,0,1,0,0,0,0,2
NDUFC1,0,0,0,0,0,1,0,0,0,0,1
KATNA1,0,0,1,2,0,0,1,0,0,0,4
SURF1,0,0,0,0,0,1,0,0,0,0,1
MUL1,0,0,1,1,0,1,2,0,0,0,5
ATPAF1,0,0,1,0,0,1,0,0,0,0,2
RPL17,0,0,1,0,0,1,1,0,0,0,3
CTSV,0,0,2,0,0,0,0,1,0,0,3
ERP29,0,0,1,0,0,2,1,0,1,0,5
NDUFA6,0,0,0,0,1,1,0,0,0,0,2
NDUFA7,0,0,0,0,0,1,0,0,0,0,1
NDUFA4,0,0,0,0,1,1,0,0,0,0,2
NDUFA5,0,0,0,0,0,1,0,0,0,0,1
NDUFA3,0,0,0,0,0,1,0,0,0,0,1
NDUFA1,0,0,0,0,1,1,0,0,0,0,2
NDUFA8,0,0,0,0,0,1,1,0,0,0,2
NDUFA9,0,0,0,0,1,3,0,0,0,0,4
OXR1,0,0,0,0,0,1,0,0,0,0,1
GPR182,0,0,1,1,0,0,0,0,0,0,2
PARL,0,0,0,0,0,2,0,0,0,0,2
HIBADH,0,0,0,0,0,1,0,0,0,0,1
SUCLG2,0,0,0,1,1,2,0,0,0,0,4
VPS13D,0,0,0,0,0,0,1,0,0,0,1
ECI2,0,0,1,0,1,0,1,0,0,0,3
COX14,0,0,0,0,0,1,1,0,0,0,2
D2HGDH,0,0,0,0,0,1,0,0,0,0,1
TPT1,0,0,2,0,0,1,1,1,0,0,5
CHCHD2,0,0,0,0,0,1,1,0,0,0,2
CHCHD3,0,0,0,1,0,2,1,0,0,0,4
CHCHD6,0,0,0,1,0,1,0,0,0,0,2
CHCHD4,0,0,0,0,0,0,1,0,0,0,1
MRPL21,0,0,0,0,0,1,1,0,0,0,2
COA6,0,0,0,0,0,0,1,0,0,0,1
COA3,0,0,0,0,0,1,0,0,0,0,1
TOMM7,0,0,0,0,1,2,1,0,0,0,4
BBS10,0,0,0,0,1,0,0,0,0,0,1
HS6ST3,0,0,1,0,0,1,0,0,0,0,2
RUVBL2,0,0,4,3,0,1,1,0,0,0,9
RHOT1,0,0,1,0,0,0,1,0,0,0,2
AKR1A1,0,0,1,0,1,0,1,0,0,0,3
SIRT3,0,0,0,0,0,2,0,0,0,0,2
SIRT7,0,0,1,0,0,1,0,0,0,0,2
NAGS,0,0,0,0,0,1,0,0,0,0,1
VDAC3,0,0,1,1,0,1,2,0,0,0,5
SFXN2,0,0,0,0,0,1,1,0,0,0,2
CCT3,0,0,0,0,0,0,1,0,0,0,1
CCT7,0,0,1,0,0,0,1,0,0,0,2
TIMM10,0,0,0,1,2,1,1,0,0,0,5
GFM1,0,0,0,0,0,1,0,0,0,0,1
TFB1M,0,0,0,0,0,2,0,0,0,0,2
DLAT,0,0,0,0,0,1,0,0,0,0,1
TUBB2A,0,0,2,0,0,2,1,0,0,0,5
PGAM2,0,0,0,0,0,1,1,0,0,0,2
ATP6V1F,0,0,1,1,0,1,3,2,1,0,9
UQCR10,0,0,0,0,1,1,0,0,0,0,2
UQCR11,0,0,0,0,0,1,0,0,0,0,1
MT-CO3,0,0,0,0,1,1,0,0,0,0,2
ZYG11B,0,0,1,0,0,0,0,0,0,0,1
RHOT2,0,0,1,0,0,0,1,0,0,0,2
MRPL15,0,0,0,0,0,2,1,0,0,0,3
UCN3,0,0,2,0,0,0,0,0,0,0,2
AFG3L2,0,0,0,0,0,1,0,0,0,0,1
PDHB,0,0,0,0,0,2,0,0,0,0,2
TOMM40L,0,0,0,0,1,0,0,0,0,0,1
IDE,0,0,2,1,1,1,3,0,0,0,8
MRPL37,0,0,0,0,0,1,1,1,0,0,3
DSEL,0,0,0,0,0,1,0,0,0,0,1
NDUFAF3,0,0,0,0,0,2,0,0,0,0,2
CLPTM1,0,0,2,2,0,0,0,0,0,0,4
MRPL34,0,0,0,0,0,1,1,1,0,0,3
RCCD1,0,0,0,1,0,1,0,0,0,0,2
DCP2,0,0,1,0,0,0,1,0,0,0,2
NUDT2,0,0,0,0,0,1,0,0,0,0,1
NUDT3,0,0,1,0,0,1,0,0,0,0,2
NUDT4,0,0,1,0,0,1,0,0,0,0,2
NUDT5,0,0,0,0,0,1,1,0,0,0,2
NUDT7,0,0,0,0,0,0,1,0,0,0,1
DNAJB8,0,0,1,0,0,1,0,0,0,0,2
DNAJB4,0,0,0,1,0,0,0,0,0,0,1
TCP1,0,0,0,1,0,1,1,0,0,0,3
UQCRQ,0,0,0,0,1,1,0,0,0,0,2
UQCRH,0,0,0,0,1,1,0,0,0,0,2
UQCRB,0,0,0,0,1,1,0,0,0,0,2
HECTD4,0,0,1,0,0,0,0,0,0,0,1
RBM42,0,0,1,0,0,1,1,0,0,0,3
PPM1K,0,0,0,0,0,1,0,0,0,0,1
PSMA5,0,0,2,0,0,1,1,0,0,0,4
OGG1,0,0,0,0,0,2,0,0,0,0,2
HSDL2,0,0,1,0,0,0,1,0,0,0,2
MT-CO1,0,0,0,0,1,1,0,0,0,0,2
TBRG4,0,0,0,0,0,2,0,0,0,0,2
MRPL11,0,0,0,0,0,1,1,1,0,0,3
MRPL12,0,0,0,0,0,3,1,0,0,0,4
MRPL14,0,0,0,0,0,1,1,0,0,0,2
MRPL17,0,0,0,0,0,1,1,0,0,0,2
RNF40,0,0,1,0,0,1,0,0,0,0,2
AIFM2,0,0,2,1,0,1,1,0,0,0,5
DIS3,0,0,1,0,0,2,0,0,0,0,3
RAB2B,0,0,0,1,1,2,2,0,0,0,6
MT-ATP8,0,0,0,0,0,1,0,0,0,0,1
MT-ATP6,0,0,0,0,0,1,0,0,0,0,1
OSBPL6,0,0,2,1,2,0,0,1,0,0,6
CHKA,0,0,1,0,0,0,0,0,0,0,1
CHKB,0,0,1,0,0,0,0,0,0,0,1
SIRT6,0,0,0,0,2,2,0,0,0,0,4
PSMC2,0,0,4,0,0,1,1,0,0,0,6
EIF3I,0,0,0,1,0,0,1,0,0,0,2
EIF3G,0,0,2,0,0,0,0,0,0,0,2
MALSU1,0,0,0,0,0,1,0,0,0,0,1
DNAJB9,0,0,1,0,1,2,1,0,0,0,5
DNAJB2,0,0,2,1,3,2,0,0,0,0,8
DNAJB6,0,0,3,0,0,1,0,0,0,0,4
ATP6V1C2,0,0,0,0,0,1,1,1,0,0,3
RCBTB2,0,0,1,0,0,0,0,0,0,1,2
RCBTB1,0,0,1,0,0,1,0,0,0,0,2
KATNAL1,0,0,1,2,0,0,1,0,0,0,4
ACADVL,0,0,0,0,1,3,0,0,0,0,4
CPT2,0,0,0,0,0,1,0,0,0,0,1
COX8C,0,0,0,0,1,1,0,0,0,0,2
COX8A,0,0,0,0,2,1,0,0,0,0,3
UQCRFS1,0,0,0,0,0,2,0,0,0,0,2
BCAP31,0,0,2,2,3,3,0,0,0,0,10
FOXRED1,0,0,1,0,0,1,0,0,0,0,2
MRPL54,0,0,0,0,0,1,1,0,0,0,2
COX7B2,0,0,0,0,1,1,0,0,0,0,2
COX10,0,0,0,1,0,2,0,0,0,0,3
ARPP21,0,0,1,0,0,0,0,0,0,0,1
CPT1C,0,0,0,0,1,1,0,0,0,0,2
CPT1B,0,0,0,0,0,0,1,0,0,0,1
DDX59,0,0,1,0,0,1,0,0,0,0,2
DDX56,0,0,1,0,0,1,0,0,0,0,2
COASY,0,0,0,0,0,1,2,0,0,0,3
MAP1LC3B2,0,0,1,0,0,0,2,0,0,0,3
COQ9,0,0,0,1,0,1,0,0,0,0,2
PITRM1,0,0,0,0,0,1,0,0,0,0,1
NDUFS8,0,0,0,0,0,2,0,0,0,0,2
FIBP,0,0,2,0,0,1,0,0,0,0,3
PCCB,0,0,1,0,0,1,0,0,0,0,2
DDT,0,0,2,0,0,0,1,0,0,0,3
ATP6V1G3,0,0,0,1,0,1,0,0,1,0,3
RPS23,0,0,2,0,0,3,2,0,0,0,7
PRELID1,0,0,0,0,0,0,1,0,0,0,1
TMBIM4,0,0,1,0,2,1,0,0,0,0,4
TMBIM1,0,0,1,1,1,3,2,2,0,0,10
HADH,0,0,1,0,0,4,0,0,0,0,5
STOML2,0,0,0,1,1,1,1,0,0,0,4
PM20D1,0,0,1,0,0,0,1,0,0,0,2
SUCLA2,0,0,0,0,1,2,1,0,0,0,4
MCCC1,0,0,0,1,0,1,0,0,0,0,2
ZDHHC5,0,0,1,1,0,2,0,0,0,0,4
TMEM89,0,0,1,0,0,1,0,0,0,0,2
NDUFV3,0,0,1,0,0,1,0,0,0,0,2
NDUFV1,0,0,0,0,0,1,0,0,0,0,1
PRMT3,0,0,1,0,0,1,0,0,0,0,2
RTN4,0,0,0,2,4,2,0,0,0,0,8
ATP4B,0,0,0,1,1,0,2,0,0,0,4
DDAH1,0,0,0,0,0,0,1,0,0,0,1
NMRAL1,0,0,1,0,0,1,0,0,0,0,2
CYB5D1,0,0,1,0,0,0,0,0,0,0,1
MMGT1,0,0,1,1,1,2,0,1,0,0,6
DNAJC24,0,0,1,0,0,0,0,0,0,0,1
DNAJC21,0,0,1,0,0,1,0,0,0,0,2
ACADSB,0,0,0,0,0,1,0,0,0,0,1
TDRKH,0,0,0,0,0,0,0,1,0,0,1
SPATC1,0,0,1,1,0,0,0,0,0,0,2
MRPS15,0,0,0,0,0,2,1,0,0,0,3
MRPS11,0,0,0,0,0,1,1,0,0,0,2
SLC25A20,0,0,0,1,0,1,0,0,0,0,2
PAFAH1B2,0,0,2,1,0,0,1,0,0,0,4
PGK2,0,0,2,0,0,1,1,0,0,0,4
SPCS1,0,0,0,0,1,0,1,0,0,0,2
ATPAF2,0,0,0,0,0,1,0,0,0,0,1
SCO1,0,0,0,0,0,1,0,0,0,0,1
VDAC2,0,0,1,0,2,2,1,0,0,1,7
LONP1,0,0,1,0,0,2,0,0,0,0,3
CYB5R2,0,0,1,0,1,2,0,0,0,0,4
ZDHHC16,0,0,0,0,1,1,0,0,0,0,2
CKMT2,0,0,0,0,0,1,0,0,0,0,1
COX18,0,0,0,0,0,1,0,0,0,0,1
PGAM4,0,0,0,0,0,0,1,0,0,0,1
PGAM1,0,0,3,0,0,0,1,0,0,0,4
TIMM23B,0,0,0,0,1,0,0,0,0,0,1
PRMT8,0,0,0,1,1,0,0,0,0,0,2
PRMT6,0,0,0,0,0,1,0,0,0,0,1
R3HDM2,0,0,0,0,0,1,0,0,0,0,1
ACAD9,0,0,0,0,1,2,0,0,0,0,3
RPS7,0,0,2,1,0,3,1,0,0,0,7
RPS2,0,0,2,0,0,1,2,0,0,0,5
GALM,0,0,1,0,0,0,1,0,0,0,2
MRPS9,0,0,0,0,0,1,1,0,0,0,2
MRPS5,0,0,0,0,0,1,1,0,0,0,2
MPND,0,0,0,2,0,0,0,0,0,0,2
MRPS2,0,0,0,0,0,2,1,0,0,0,3
MBTPS2,0,0,2,0,0,1,0,0,0,0,3
RPL4,0,0,2,0,0,2,3,0,0,0,7
UQCC2,0,0,0,0,0,3,1,0,0,0,4
RPL3,0,0,1,0,0,1,2,0,0,0,4
HIGD1A,0,0,0,0,0,1,0,0,0,0,1
HIGD1C,0,0,1,0,0,1,0,0,0,0,2
HIGD1B,0,0,1,0,0,1,0,0,0,0,2
SLIRP,0,0,1,0,0,2,0,0,0,0,3
TOMM40,0,0,1,1,1,2,1,0,0,0,6
MYL4,0,0,1,1,0,0,0,0,0,0,2
APOBEC3F,0,0,1,0,1,1,0,0,0,0,3
APOBEC3C,0,0,1,0,0,1,0,1,0,0,3
OSBPL1A,0,0,3,1,0,0,1,0,0,0,5
DCTPP1,0,0,0,0,0,1,0,0,0,0,1
GNL1,0,0,1,0,0,1,0,0,0,0,2
MIPEP,0,0,0,0,0,1,0,0,0,0,1
POLG2,0,0,1,0,0,2,0,0,0,0,3
ALKBH8,0,0,1,0,0,1,0,0,0,0,2
NEURL3,0,0,1,0,0,0,0,0,1,0,2
NEURL4,0,0,0,0,0,2,0,0,0,0,2
MRPS18B,0,0,0,0,0,1,1,0,0,0,2
DNAJC11,0,0,0,0,0,0,1,0,0,0,1
IDH2,0,0,0,0,0,1,2,0,0,0,3
NDUFB10,0,0,0,0,0,1,0,0,0,0,1
MRPL42,0,0,0,1,0,1,2,0,0,0,4
MRPL47,0,0,0,0,0,1,1,0,0,0,2
GLOD4,0,0,0,0,0,0,1,0,0,0,1
ELOVL6,0,0,0,0,1,1,0,0,0,0,2
ZNF169,0,0,0,0,0,1,0,0,0,0,1
COX6C,0,0,0,0,1,1,1,0,0,0,3
EMC4,0,0,1,0,1,0,0,0,0,0,2
DNAH1,0,0,1,1,0,1,0,1,0,0,4
COX7C,0,0,0,0,1,1,0,0,0,0,2
ECSIT,0,0,1,0,0,2,0,0,0,0,3
C18orf32,0,0,0,0,0,1,0,0,0,0,1
NUDT11,0,0,1,0,0,1,0,0,0,0,2
NDUFB6,0,0,0,0,1,1,0,0,0,0,2
NDUFB5,0,0,0,0,0,1,0,0,0,0,1
NDUFB1,0,0,0,0,0,1,0,0,0,0,1
GK2,0,0,2,0,0,0,2,0,0,0,4
GK5,0,0,1,0,0,0,0,0,0,0,1
DNAJC5B,0,0,2,0,0,0,0,0,0,0,2
DNAJC5G,0,0,2,0,0,0,0,0,0,0,2
TP53BP1,0,0,1,0,0,1,0,0,0,0,2
CASQ2,0,0,2,0,0,1,4,0,0,0,7
PCMTD1,0,0,2,0,0,0,0,0,0,0,2
TMEM11,0,0,0,1,0,1,0,0,0,0,2
NDUFA11,0,0,0,0,0,1,0,0,0,0,1
APOOL,0,0,1,1,0,1,0,0,0,0,3
NDUFA12,0,0,0,0,0,1,0,0,0,0,1
RNLS,0,0,2,0,0,0,0,0,0,0,2
PCCA,0,0,1,0,0,1,0,0,0,0,2
APOBEC3G,0,0,1,0,1,1,0,0,0,0,3
ATP6V1A,0,0,1,1,3,1,3,2,0,0,11
ATP6V1H,0,0,1,1,1,1,3,2,0,0,9
APOBEC3B,0,0,1,0,0,1,0,1,0,0,3
LETM2,0,0,0,0,0,1,0,0,0,0,1
CYB5R1,0,0,1,1,1,0,1,1,0,0,5
CYB5RL,0,0,0,0,1,0,0,0,0,0,1
RPL10A,0,0,2,0,0,1,2,0,0,0,5
TFB2M,0,0,0,0,0,2,0,0,0,0,2
MAN1A2,0,0,1,0,0,3,1,0,0,0,5
DHTKD1,0,0,0,0,0,1,0,0,0,0,1
SDHAF1,0,0,0,0,0,1,0,0,0,0,1
TIMM22,0,0,0,0,1,1,0,0,0,0,2
PRMT2,0,0,1,0,0,2,0,0,0,0,3
PODNL1,0,0,1,1,0,0,0,0,0,0,2
MRPS27,0,0,1,0,0,1,1,0,0,0,3
ALDOB,0,0,2,0,0,0,1,0,0,0,3
PRMT1,0,0,1,0,0,1,0,1,0,0,3
TIMM23,0,0,0,0,1,1,1,0,0,0,3
LDHB,0,0,2,1,1,2,1,0,0,0,7
SLC4A2,0,0,1,1,2,0,0,0,0,0,4
PIGU,0,0,1,1,1,0,0,0,0,0,3
MCPH1,0,0,1,1,0,0,0,0,0,0,2
FAHD1,0,0,0,0,0,1,0,0,0,0,1
PRRG1,0,0,1,1,0,0,0,0,0,0,2
DPEP3,0,0,2,1,0,0,0,0,0,0,3
LARP6,0,0,1,0,0,1,0,0,0,0,2
PHACTR1,0,0,0,1,0,1,0,0,0,0,2
LMTK2,0,0,2,0,0,1,0,0,0,0,3
HHIP,0,0,2,1,0,1,0,0,0,0,4
SLC26A8,0,0,0,1,0,0,0,0,0,0,1
CALU,0,0,2,0,1,3,1,0,1,0,8
LMAN1L,0,0,0,0,1,3,0,0,1,0,5
TMEM150A,0,0,0,1,0,0,0,0,0,0,1
WDR12,0,0,0,0,1,0,0,0,0,0,1
PRRG4,0,0,2,1,0,1,0,0,0,0,4
KCNG1,0,0,1,1,0,0,0,0,0,0,2
ZNF652,0,0,0,0,0,1,0,0,0,0,1
TBCK,0,0,1,0,0,0,0,0,1,0,2
F13B,0,0,2,1,0,0,0,0,0,0,3
ZNF579,0,0,0,0,0,1,0,0,0,0,1
TST,0,0,1,0,0,1,0,0,0,0,2
HNMT,0,0,2,1,0,0,1,0,0,0,4
ARSJ,0,0,1,0,0,1,0,0,0,0,2
FBLN5,0,0,2,1,0,0,1,0,0,0,4
F13A1,0,0,2,1,0,0,0,0,0,0,3
SLC20A1,0,0,1,1,0,0,0,0,0,0,2
UBIAD1,0,0,2,0,2,3,0,0,0,0,7
XYLT1,0,0,1,0,0,2,0,0,0,0,3
RNASEH2C,0,0,0,0,0,1,0,0,0,0,1
TRPM6,0,0,0,1,1,2,0,0,0,0,4
TRPM2,0,0,2,1,0,1,0,5,0,0,9
TRPM3,0,0,0,1,0,0,0,0,0,0,1
LIME1,0,0,1,0,0,1,0,0,0,0,2
ZNF319,0,0,0,0,0,1,0,0,0,0,1
MFRP,0,0,1,0,1,0,0,0,0,0,2
FGL1,0,0,2,0,0,0,0,0,0,0,2
SH2D6,0,0,1,0,0,0,0,0,0,0,1
SHISA4,0,0,1,0,0,0,0,0,0,0,1
DCAF13,0,0,0,1,1,0,0,0,0,0,2
ACSM1,0,0,0,0,0,1,1,0,0,0,2
LPO,0,0,3,0,1,0,1,0,0,0,5
SLC25A23,0,0,0,0,0,1,0,0,0,0,1
ARG2,0,0,1,0,0,1,0,0,0,0,2
DOK7,0,0,0,2,0,0,0,0,0,0,2
APOA5,0,0,2,0,0,4,1,0,2,0,9
OAZ2,0,0,1,0,0,1,0,0,0,0,2
PRRG3,0,0,2,0,0,0,0,0,0,0,2
OR10P1,0,0,0,1,0,0,0,0,0,0,1
F11,0,0,3,1,0,0,1,0,0,0,5
ELMOD3,0,0,0,0,0,3,0,1,0,0,4
NOP14,0,0,1,0,1,0,0,0,0,0,2
THADA,0,0,0,0,1,0,0,0,0,0,1
VKORC1L1,0,0,0,0,1,1,0,0,0,0,2
SCG5,0,0,1,0,0,1,0,0,0,0,2
ANKH,0,0,2,2,0,0,0,0,0,0,4
NCEH1,0,0,1,1,1,0,0,0,0,0,3
SPTSSA,0,0,0,0,1,1,0,0,0,0,2
ABCA4,0,0,1,1,2,1,2,0,0,0,7
UCMA,0,0,2,1,0,0,0,0,0,0,3
ENPP3,0,0,1,2,1,0,1,0,0,0,5
STXBP6,0,0,2,0,0,1,0,0,0,0,3
MSTO1,0,0,1,0,0,0,1,0,0,0,2
ZNF395,0,0,1,0,0,1,0,0,0,0,2
ENKD1,0,0,1,2,0,0,0,1,0,0,4
CCDC86,0,0,0,0,0,1,0,0,0,0,1
OR1Q1,0,0,1,1,0,0,0,0,0,0,2
USP17L11,0,0,1,0,0,2,0,0,0,0,3
TMPRSS13,0,0,2,1,0,0,0,0,0,0,3
DPYSL5,0,0,1,0,0,0,0,0,0,0,1
PTPRCAP,0,0,0,1,0,0,0,0,0,0,1
WASH4P,0,0,1,0,0,0,0,2,0,0,3
IGFBP6,0,0,2,0,1,0,0,0,0,0,3
INS-IGF2,0,0,1,0,0,0,0,0,0,0,1
CLIC6,0,0,1,1,0,0,1,0,0,0,3
CLCN5,0,0,1,1,0,2,1,1,1,1,8
LPCAT2,0,0,0,1,2,2,0,0,0,0,5
BTG3,0,0,1,0,0,1,0,0,0,0,2
PCK1,0,0,1,0,0,2,1,0,0,0,4
GMEB1,0,0,1,0,0,1,0,0,0,0,2
MFAP3L,0,0,1,1,1,1,0,0,0,0,4
APBA2,0,0,2,1,0,0,1,0,0,0,4
WNT10B,0,0,2,0,0,0,0,0,0,0,2
RPLP2,0,0,2,0,0,1,1,0,0,0,4
WFIKKN1,0,0,1,0,0,0,0,0,0,0,1
TIMP4,0,0,1,1,0,0,0,0,0,0,2
FTO,0,0,1,0,1,1,0,0,0,0,3
KERA,0,0,2,1,0,1,0,0,0,0,4
CLIC1,0,0,4,1,1,2,1,0,0,0,9
PTPRB,0,0,0,1,0,0,0,2,0,0,3
MBIP,0,0,0,0,0,0,1,0,1,0,2
OR3A2,0,0,0,1,0,0,0,0,0,0,1
LTBP4,0,0,2,1,0,0,0,0,0,0,3
ALDH1L1,0,0,0,0,0,0,1,0,0,0,1
ONECUT1,0,0,0,0,0,1,0,0,0,0,1
OR1G1,0,0,0,1,0,0,0,0,0,0,1
CDH12,0,0,0,1,1,1,0,0,0,0,3
CPB1,0,0,1,0,0,0,1,0,0,0,2
B4GALT6,0,0,0,0,1,2,0,0,0,0,3
AMBP,0,0,4,1,1,2,1,0,0,0,9
HSPB3,0,0,1,0,0,1,0,0,0,0,2
GLIS3,0,0,0,0,0,1,0,0,0,0,1
ZNF100,0,0,0,0,0,1,0,0,0,0,1
NIPA2,0,0,1,1,0,0,0,0,1,0,3
FXR2,0,0,4,0,1,1,0,1,0,0,7
FZD4,0,0,1,1,0,1,0,0,1,0,4
B3GALT1,0,0,1,0,0,1,0,0,0,0,2
CXCL14,0,0,1,0,0,1,0,0,0,0,2
CXCL16,0,0,3,1,0,0,0,0,0,0,4
SOSTDC1,0,0,1,0,0,0,0,0,0,0,1
ATP10A,0,0,1,1,1,1,0,0,0,0,4
SGSM2,0,0,1,0,0,0,0,0,0,0,1
MFAP4,0,0,2,0,0,2,0,0,0,0,4
CXCL5,0,0,2,0,0,0,0,0,0,0,2
CPXM1,0,0,1,0,0,0,0,0,0,0,1
FADS2,0,0,1,1,1,0,0,0,0,0,3
ACSL3,0,0,2,1,1,2,1,1,0,0,8
PAPPA,0,0,2,0,1,0,0,0,0,0,3
TSPYL4,0,0,1,0,0,1,0,0,0,0,2
HS6ST2,0,0,0,0,0,1,0,0,0,0,1
CA1,0,0,1,0,0,0,1,0,0,0,2
OGN,0,0,2,1,0,2,1,0,0,0,6
GH1,0,0,2,1,0,0,0,0,0,0,3
GH2,0,0,2,0,0,0,0,0,0,0,2
EIF4E3,0,0,0,0,1,0,0,0,0,0,1
KCNMB1,0,0,0,2,0,0,0,1,0,0,3
NFAT5,0,0,1,0,0,1,0,0,0,0,2
FGF18,0,0,3,0,0,0,0,0,0,0,3
FGF16,0,0,3,0,0,0,0,0,0,0,3
PAPPA2,0,0,2,0,1,0,1,0,0,0,4
MFAP3,0,0,1,1,0,0,0,0,0,0,2
YARS2,0,0,1,0,0,1,0,0,0,0,2
SLC12A3,0,0,1,1,1,0,1,0,0,0,4
STK24,0,0,1,0,0,3,1,0,0,0,5
ITPK1,0,0,0,0,1,0,0,0,0,0,1
PVRIG,0,0,0,1,0,0,0,0,0,0,1
SLC30A8,0,0,0,1,1,1,3,0,1,0,7
LRRC19,0,0,0,1,0,0,0,0,0,0,1
CNTFR,0,0,2,2,1,1,0,0,0,0,6
SH2B1,0,0,0,1,0,1,0,0,0,0,2
SASH1,0,0,1,0,0,0,0,0,0,0,1
SFRP4,0,0,3,0,0,1,0,0,0,0,4
KLK11,0,0,1,0,0,1,1,0,1,0,4
GABRG3,0,0,1,1,1,1,1,0,0,0,5
STRA6,0,0,0,1,0,0,0,0,0,0,1
PPP1R14B,0,0,1,0,0,0,0,0,0,0,1
MSH5,0,0,0,0,0,1,0,0,0,0,1
TMEM169,0,0,1,0,0,0,0,0,0,0,1
TMEM51,0,0,1,0,0,0,0,0,0,0,1
BAHD1,0,0,0,0,0,1,0,0,0,0,1
CPT1A,0,0,1,0,0,0,1,0,0,0,2
ANGPTL7,0,0,2,0,0,0,0,0,0,0,2
ANGPTL5,0,0,1,0,0,0,0,0,0,0,1
ANGPTL4,0,0,2,0,0,0,0,0,0,0,2
ANGPTL2,0,0,1,0,0,0,1,0,0,0,2
GDF2,0,0,2,0,0,0,1,0,0,0,3
CDKL5,0,0,1,1,1,1,2,0,0,0,6
EMP3,0,0,0,1,0,0,0,0,0,0,1
LPL,0,0,3,1,0,0,0,0,0,0,4
IGF2BP1,0,0,2,1,1,2,1,1,0,0,8
FZD8,0,0,1,1,0,1,0,0,0,0,3
FZD9,0,0,5,1,2,2,0,0,0,0,10
ATP1B2,0,0,6,2,3,1,2,0,0,0,14
SPINT2,0,0,3,1,1,1,0,0,0,0,6
MTMR10,0,0,2,0,0,0,0,0,0,0,2
APOA4,0,0,2,0,0,5,2,0,0,0,9
CYLC2,0,0,1,0,0,1,0,0,0,0,2
CATSPERG,0,0,0,1,0,1,0,0,0,0,2
ADRB2,0,0,3,1,1,2,1,1,2,0,11
RCN3,0,0,0,0,1,2,0,0,0,0,3
FZD5,0,0,3,2,0,3,1,1,1,0,11
IL34,0,0,2,0,0,0,0,0,0,0,2
ADD1,0,0,2,1,1,3,0,0,0,0,7
HGFAC,0,0,2,0,0,0,1,0,0,0,3
QSOX2,0,0,1,1,1,2,0,0,0,0,5
VEGFB,0,0,3,0,0,0,0,0,0,0,3
HTRA1,0,0,3,1,0,0,1,0,0,0,5
NPAP1,0,0,0,2,1,1,0,0,0,0,4
UBN1,0,0,0,0,0,1,2,0,0,0,3
SH3GL3,0,0,2,0,1,0,1,1,0,0,5
S100A10,0,0,3,3,0,0,1,0,0,0,7
DKK3,0,0,1,0,0,0,0,0,0,0,1
CORIN,0,0,1,1,0,0,0,0,0,0,2
GIPC1,0,0,3,0,1,0,3,0,0,1,8
GLUL,0,0,1,1,0,3,1,0,0,0,6
PRAMEF4,0,0,1,0,0,0,1,0,0,0,2
LGALS13,0,0,1,0,0,0,0,0,0,0,1
UNC93A,0,0,1,1,0,0,0,0,0,0,2
SLC36A2,0,0,0,1,1,1,1,1,0,0,5
EIF1AD,0,0,0,0,1,1,0,0,0,0,2
IL6ST,0,0,4,2,1,3,1,0,0,0,11
SULF1,0,0,1,1,2,2,0,0,0,0,6
RHO,0,0,1,1,3,3,2,0,0,0,10
CNOT6L,0,0,1,0,0,1,0,0,0,0,2
SCARA5,0,0,0,1,0,0,0,0,0,0,1
MATN3,0,0,2,1,0,1,0,0,0,0,4
FKBP10,0,0,1,0,0,2,1,0,0,0,4
MAP1B,0,0,3,3,0,2,5,0,0,0,13
VGF,0,0,1,0,1,2,1,1,0,0,6
APOF,0,0,1,0,0,0,0,0,0,0,1
IFI6,0,0,0,1,2,1,0,0,0,0,4
MRGPRF,0,0,0,1,1,0,0,0,0,0,2
WWOX,0,0,2,1,0,3,0,1,0,0,7
PTPRG,0,0,0,1,0,0,1,0,0,0,2
SIGLEC6,0,0,2,1,0,0,0,0,0,0,3
NPTX1,0,0,0,0,0,1,0,1,0,0,2
